system:index,ID,Latitude,Longitude,Ref_Code,Strata_Code,Type1,Type2,Type3,Year1,Year2,Year3,tree_canopy_cover_2000,tree_canopy_cover_2015,.geo
00000000000000000480,1156,-2.13075893818002,-53.5910194831681,3,4,Deforestation,,,2007,,,71.0,9.0,"{""type"":""Point"",""coordinates"":[-53.59101930927706,-2.130759142883845]}"
000000000000000004b4,1208,-1.01154792569419,-47.856444203852,3,4,Deforestation,,,2004,,,37.0,26.0,"{""type"":""Point"",""coordinates"":[-47.85644590870562,-1.0115470739741976]}"
000000000000000004d7,1243,-9.42948079013132,-62.440413178685,3,4,Deforestation,,,2003,,,76.0,14.0,"{""type"":""Point"",""coordinates"":[-62.4404130278131,-9.429482633679859]}"
000000000000000004e6,1258,-6.55774648985465,-52.4335402395635,3,4,Deforestation,,,2006,,,68.0,19.0,"{""type"":""Point"",""coordinates"":[-52.43353923512674,-6.557745750542807]}"
0000000000000000050b,1295,-11.4582360277892,-61.9278344775591,3,4,Deforestation,,,1998,,,9.0,18.0,"{""type"":""Point"",""coordinates"":[-61.92783490261844,-11.458235380865077]}"
00000000000000000513,1303,-12.2710316968615,-61.92325306961,3,4,Deforestation,,,2004,,,22.0,12.0,"{""type"":""Point"",""coordinates"":[-61.923250946735486,-12.271031402685086]}"
0000000000000000052c,1328,-10.7960878318639,-69.013386112682,3,4,Deforestation,,,2011,,,78.0,20.0,"{""type"":""Point"",""coordinates"":[-69.01338660845342,-10.796085629034687]}"
0000000000000000052e,1330,-9.89166400381136,-64.6486518101393,3,4,Deforestation,,,2005,,,79.0,13.0,"{""type"":""Point"",""coordinates"":[-64.6486535106016,-9.891663998768472]}"
00000000000000000530,1332,-4.60391074689239,-48.3609380674207,3,4,Deforestation,,,1998,,,15.0,27.0,"{""type"":""Point"",""coordinates"":[-48.36093968369039,-4.603910360156534]}"
00000000000000000548,1356,-10.2072421631229,-51.0898402375582,3,4,Deforestation,,,2004,,,50.0,13.0,"{""type"":""Point"",""coordinates"":[-51.08983818278241,-10.207243498522944]}"
00000000000000000551,1365,-12.3117253792322,-62.1259129977103,3,4,Deforestation,,,2004,,,72.0,26.0,"{""type"":""Point"",""coordinates"":[-62.125912630513554,-12.311725158898835]}"
0000000000000000055f,1379,-10.4090936074648,-67.6567503705852,3,4,Deforestation,,,2002,,,64.0,15.0,"{""type"":""Point"",""coordinates"":[-67.65674970395304,-10.409093625909279]}"
0000000000000000056d,1393,-11.5018941505975,-55.2788640705245,3,4,Deforestation,,,2003,,,74.0,14.0,"{""type"":""Point"",""coordinates"":[-55.278864862724234,-11.501894439279367]}"
0000000000000000058f,1427,-4.64083150506974,-49.2820705597701,3,4,Deforestation,,,1998,,,18.0,18.0,"{""type"":""Point"",""coordinates"":[-49.28206956560386,-4.640831716879065]}"
00000000000000000593,1431,-8.07769595058667,-54.9026496295299,3,4,Deforestation,,,2012,,,77.0,27.0,"{""type"":""Point"",""coordinates"":[-54.902650506845006,-8.077697231125635]}"
000000000000000005c6,1482,-3.45262987876345,-64.5373505464353,3,4,Deforestation,,,1999,,,67.33333333333333,79.0,"{""type"":""Point"",""coordinates"":[-64.53734988920655,-3.452628436470502]}"
000000000000000005cb,1487,-11.9503331404304,-64.0425584879352,3,4,Deforestation,,,2011,,,72.0,18.0,"{""type"":""Point"",""coordinates"":[-64.04255911811408,-11.950332854921259]}"
000000000000000005cd,1489,-10.9122399981007,-68.5088922491132,3,4,Deforestation,,,2002,,,77.0,26.0,"{""type"":""Point"",""coordinates"":[-68.50889283346865,-10.912240752375897]}"
00000000000000000602,1542,-9.62567284818325,-67.1598023554031,3,4,Deforestation,,,2002,,,79.0,18.0,"{""type"":""Point"",""coordinates"":[-67.15980072795071,-9.625674161829373]}"
00000000000000000605,1545,-1.00696651774517,-53.1409635258178,3,4,Deforestation,,,2003,,,45.0,16.0,"{""type"":""Point"",""coordinates"":[-53.14096223995276,-1.0069675771923086]}"
0000000000000000060e,1554,-5.32804269742199,-49.5696212822209,3,4,Deforestation,,,2003,,,56.0,23.0,"{""type"":""Point"",""coordinates"":[-49.569619156136376,-5.3280416166298235]}"
00000000000000000614,1560,-11.297078265818,-52.8162225506039,3,4,Deforestation,,,2017,,,77.0,68.0,"{""type"":""Point"",""coordinates"":[-52.81622374663451,-11.29707900969249]}"
00000000000000000618,1564,-6.27181273491907,-53.1350346449425,3,4,Deforestation,,,2006,,,73.0,22.0,"{""type"":""Point"",""coordinates"":[-53.13503609465273,-6.271814813692696]}"
0000000000000000062a,1582,7.2473831334536,-61.5518895311496,3,4,Deforestation,,,2009,,,69.0,5.0,"{""type"":""Point"",""coordinates"":[-61.551888092802415,7.247381401266638]}"
0000000000000000063b,1599,-11.6603569667163,-58.1187980097808,3,4,Deforestation,,,1998,,,5.0,9.0,"{""type"":""Point"",""coordinates"":[-58.11879943714811,-11.660357513415676]}"
00000000000000000651,1621,-4.80845713708664,-48.8336315699312,3,4,Deforestation,,,2004,,,69.0,19.0,"{""type"":""Point"",""coordinates"":[-48.833631149961974,-4.808458243680202]}"
00000000000000000664,1640,-16.4093905477482,-64.0393245529123,3,4,Deforestation,,,1999,,,17.0,19.0,"{""type"":""Point"",""coordinates"":[-64.03932626985033,-16.409389317356602]}"
000000000000000006b4,1720,-5.5568436002875,-51.5506759783181,3,4,Deforestation,,,2003,,,68.0,17.0,"{""type"":""Point"",""coordinates"":[-51.55067735845393,-5.556842550783186]}"
000000000000000006f7,1787,-12.6178712280605,-61.2147518050147,3,4,Deforestation,,,1999,,,6.0,15.0,"{""type"":""Point"",""coordinates"":[-61.214753298555586,-12.617869200824213]}"
000000000000000006f8,1788,-5.90125768021933,-49.1160618952624,3,4,Deforestation,,,1996,,,17.0,61.0,"{""type"":""Point"",""coordinates"":[-49.11606169248512,-5.901259057050292]}"
000000000000000006fd,1793,-11.6528111183297,-60.5830564972128,3,4,Deforestation,,,2002,,,62.0,42.0,"{""type"":""Point"",""coordinates"":[-60.58305474781917,-11.652812714433244]}"
0000000000000000070e,1811,-13.3673356696022,-53.1369211070392,3,4,Deforestation,,,1996,,,5.0,7.0,"{""type"":""Point"",""coordinates"":[-53.136922294398346,-13.367337069483181]}"
00000000000000000728,1837,-9.8539347618783,-56.3899902454679,3,4,Deforestation,,,1997,,,36.0,14.0,"{""type"":""Point"",""coordinates"":[-56.389988122322926,-9.853935544755267]}"
00000000000000000768,1901,-1.60551399155471,-55.1691797743319,3,4,Deforestation,,,2015,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-55.16917989501157,-1.605512711596349]}"
0000000000000000076e,1907,-3.02925388535742,-58.9437209351996,3,4,Deforestation,,,2010,,,76.0,0.0,"{""type"":""Point"",""coordinates"":[-58.94371975473244,-3.02925462785003]}"
0000000000000000077c,1921,-5.00222374387145,-50.6349333776735,3,4,Deforestation,,,2009,,,68.0,20.0,"{""type"":""Point"",""coordinates"":[-50.63493407061302,-5.002224020856639]}"
0000000000000000079d,1954,4.55513222694422,-55.5397348290366,3,4,Deforestation,,,2017,,,76.0,72.0,"{""type"":""Point"",""coordinates"":[-55.539735651653984,4.555132253732888]}"
000000000000000007a5,1962,-8.31970208812875,-50.1156173119166,3,4,Deforestation,,,1999,,,14.0,45.0,"{""type"":""Point"",""coordinates"":[-50.115618243726615,-8.319701563498251]}"
000000000000000007ac,1969,-10.8812481207985,-56.7540774301268,3,4,Deforestation,,,1997,,,5.0,19.0,"{""type"":""Point"",""coordinates"":[-56.75407818243784,-10.881250000054449]}"
000000000000000007c1,1990,-11.7387798910201,-56.2272155159831,3,4,Deforestation,,,2004,,,73.0,11.0,"{""type"":""Point"",""coordinates"":[-56.227217556569,-11.738779723642626]}"
000000000000000007c4,1993,-11.3380414427739,-69.1847846688944,3,4,Deforestation,,,2007,,,80.0,45.0,"{""type"":""Point"",""coordinates"":[-69.18478553474577,-11.338040311969445]}"
000000000000000007e2,2023,-6.05271363712206,-52.2360007085828,3,4,Deforestation,,,2016,,,67.0,64.0,"{""type"":""Point"",""coordinates"":[-52.236001058459074,-6.05271242433058]}"
000000000000000007e4,2025,-8.83659270261173,-50.5306389731858,3,4,Deforestation,,,1999,,,17.0,14.0,"{""type"":""Point"",""coordinates"":[-50.53064015607398,-8.836591639411589]}"
000000000000000007e5,2026,-8.08254685312092,-55.4739781502381,3,4,Deforestation,,,2013,,,78.0,60.0,"{""type"":""Point"",""coordinates"":[-55.4739772884188,-8.082548733071787]}"
000000000000000007f1,2038,-5.26066905111294,-47.3174550333725,3,4,Deforestation,,,1997,,,39.0,31.0,"{""type"":""Point"",""coordinates"":[-47.31745652797141,-5.260669058813309]}"
000000000000000007f6,2043,1.840243775275,-60.5313135368468,3,4,Deforestation,,,2003,,,77.0,27.0,"{""type"":""Point"",""coordinates"":[-60.53131133919498,1.8402442501507938]}"
000000000000000007fc,2049,0.513521932157319,-74.2714949652943,3,4,Deforestation,,,2002,,,77.0,,"{""type"":""Point"",""coordinates"":[-74.27149614326204,0.5135234546179878]}"
0000000000000000083c,2113,-8.71127772047692,-67.1541429691131,3,4,Deforestation,,,2009,,,53.0,16.0,"{""type"":""Point"",""coordinates"":[-67.15414212871389,-8.7112775225066]}"
0000000000000000084a,2127,-9.8860046175214,-64.2921104738672,3,4,Deforestation,,,2011,,,63.0,48.0,"{""type"":""Point"",""coordinates"":[-64.29210824946914,-9.88600539953165]}"
0000000000000000085c,2145,5.89263385347135,-66.6046435098093,3,4,Deforestation,,,2015,,,76.0,66.0,"{""type"":""Point"",""coordinates"":[-66.6046426467967,5.892635155612926]}"
0000000000000000086c,2161,-10.5279407195539,-53.9518727328041,3,4,Deforestation,,,2004,,,76.0,15.0,"{""type"":""Point"",""coordinates"":[-53.951872062027164,-10.527942046286771]}"
00000000000000000892,2199,-9.36803602469747,-67.7346343057195,3,4,Deforestation,,,2012,,,79.0,21.0,"{""type"":""Point"",""coordinates"":[-67.73463236295252,-9.368036221163376]}"
00000000000000000895,2202,-10.717395412975,-65.0345680562026,3,4,Deforestation,,,2000,,,7.0,15.0,"{""type"":""Point"",""coordinates"":[-65.03456641127208,-10.717395872744525]}"
000000000000000008a7,2220,-3.50033042035025,-52.4192570265458,3,4,Deforestation,,,2010,,,73.0,17.0,"{""type"":""Point"",""coordinates"":[-52.41925673445255,-3.5003318995402664]}"
000000000000000008aa,2223,-9.62055245106377,-62.5668061391624,3,4,Deforestation,,,2005,,,77.0,17.0,"{""type"":""Point"",""coordinates"":[-62.566806247173005,-9.620550654718963]}"
000000000000000008b2,2231,-15.7626035431814,-66.9622628244224,3,4,Deforestation,,,2015,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-66.96226255128306,-15.762605627756386]}"
000000000000000008c6,2251,-12.4106298920138,-51.7606122602199,3,4,Deforestation,,,1996,,,0.0,4.0,"{""type"":""Point"",""coordinates"":[-51.76061183605017,-12.410628020264262]}"
000000000000000008d5,2266,-6.14002988273858,-49.5442887912084,3,4,Deforestation,,,1995,,,2.0,14.0,"{""type"":""Point"",""coordinates"":[-49.54428700305175,-6.140030541159158]}"
000000000000000008da,2271,-9.71433656672596,-57.8999684065661,3,4,Deforestation,,,2003,,,75.0,14.0,"{""type"":""Point"",""coordinates"":[-57.89996905295026,-9.714334468075037]}"
000000000000000008df,2276,-11.0995387348398,-56.4985965633195,3,4,Deforestation,,,2004,,,61.0,14.0,"{""type"":""Point"",""coordinates"":[-56.49859844668171,-11.09954083302484]}"
000000000000000008e8,2285,-11.6598179775458,-57.2402456618992,3,4,Deforestation,,,2003,,,77.0,13.0,"{""type"":""Point"",""coordinates"":[-57.240245052092945,-11.659817962188207]}"
000000000000000008ea,2287,-9.58767411166496,-51.4601257976776,3,4,Deforestation,,,2005,,,68.0,12.0,"{""type"":""Point"",""coordinates"":[-51.460126393361605,-9.58767370265191]}"
00000000000000000901,2310,-9.82968024920704,-58.7168064944277,3,4,Deforestation,,,2001,,,69.0,15.0,"{""type"":""Point"",""coordinates"":[-58.716805020324685,-9.82967803502452]}"
0000000000000000090f,2324,-6.42731111060034,-50.099178142217,3,4,Deforestation,,,1995,,,10.0,21.0,"{""type"":""Point"",""coordinates"":[-50.09917753814256,-6.427312585628461]}"
00000000000000000913,2328,-8.46145623996298,-74.9589756522408,3,4,Deforestation,,,2004,,,78.0,20.0,"{""type"":""Point"",""coordinates"":[-74.95897358907601,-8.461456385987296]}"
00000000000000000915,2330,-5.90961201236165,-53.8777617218632,3,4,Deforestation,,,2015,,,70.0,69.0,"{""type"":""Point"",""coordinates"":[-53.8777618025189,-5.909610953323395]}"
0000000000000000093b,2368,-13.2786719510596,-52.7774153303294,3,4,Deforestation,,,1996,,,0.0,6.0,"{""type"":""Point"",""coordinates"":[-52.77741619016638,-13.278672304136466]}"
00000000000000000952,2391,-7.65162501132828,-73.0886832306771,3,4,Deforestation,,,2009,,,79.0,22.0,"{""type"":""Point"",""coordinates"":[-73.0886839160271,-7.651625666367829]}"
00000000000000000984,2441,2.10596543631787,-61.2845509025918,3,4,Deforestation,,,1996,,,10.0,8.0,"{""type"":""Point"",""coordinates"":[-61.28455160734517,2.1059665410266866]}"
000000000000000009a6,2475,-9.56773151235748,-57.3868507162697,3,4,Deforestation,,,1997,,,15.0,22.0,"{""type"":""Point"",""coordinates"":[-57.38685137652813,-9.567732602740897]}"
000000000000000009cc,2513,-12.3082219496241,-55.3624073919488,3,4,Deforestation,,,1999,,,0.0,14.0,"{""type"":""Point"",""coordinates"":[-55.362406120960536,-12.308220305470824]}"
000000000000000009ea,2543,-4.24736941062493,-50.7537804897643,3,4,Deforestation,,,2005,,,62.0,23.0,"{""type"":""Point"",""coordinates"":[-50.75378249099052,-4.247369558125109]}"
00000000000000000a04,2569,-7.9036024485241,-71.6191292573649,3,4,Deforestation,,,2013,,,76.66666666666667,22.0,"{""type"":""Point"",""coordinates"":[-71.61912919555031,-7.903600548695949]}"
00000000000000000a0a,2575,-7.88743277340993,-55.1581304963371,3,4,Deforestation,,,1999,,,54.0,16.0,"{""type"":""Point"",""coordinates"":[-55.15813024260113,-7.887431848276156]}"
00000000000000000a31,2614,5.4832715784976,-54.0262532383303,3,4,Deforestation,,,2008,,,71.0,41.0,"{""type"":""Point"",""coordinates"":[-54.02625432669969,5.48327184250238]}"
00000000000000000a3d,2626,2.25688240405012,-73.7257684301838,3,4,Deforestation,,,2011,,,71.0,13.0,"{""type"":""Point"",""coordinates"":[-73.72576906083609,2.2568803570795093]}"
00000000000000000a58,2653,-3.61486561907563,-52.6429375322947,3,4,Deforestation,,,2017,,,60.0,66.0,"{""type"":""Point"",""coordinates"":[-52.64293862059655,-3.6148639100980238]}"
00000000000000000a6d,2674,-1.67585207830135,-47.7785602687177,3,4,Deforestation,,,2008,,,59.0,29.0,"{""type"":""Point"",""coordinates"":[-47.77855879060509,-1.6758505716134038]}"
00000000000000000a89,2702,-7.64515714128261,-55.2621554062397,3,4,Deforestation,,,2000,,,28.0,25.0,"{""type"":""Point"",""coordinates"":[-55.26215661107697,-7.645155510739279]}"
00000000000000000a8c,2705,-10.5058421635646,-59.4339315857506,3,4,Deforestation,,,2001,,,77.0,18.0,"{""type"":""Point"",""coordinates"":[-59.43393102904301,-10.505842741465894]}"
00000000000000000a90,2709,-5.27090984535192,-50.5150082872419,3,4,Deforestation,,,1999,,,52.0,9.0,"{""type"":""Point"",""coordinates"":[-50.51500654778059,-5.270911613933075]}"
00000000000000000aa3,2728,-9.63995606120077,-75.3483953279122,3,4,Deforestation,,,2006,,,77.0,40.0,"{""type"":""Point"",""coordinates"":[-75.34839580227555,-9.63995666250356]}"
00000000000000000aca,2767,-7.89929053516032,-50.6926052189148,3,4,Deforestation,,,2000,,,75.0,15.0,"{""type"":""Point"",""coordinates"":[-50.69260362453723,-7.899288597977267]}"
00000000000000000aea,2800,-9.8733383720153,-58.9057221986808,3,4,Deforestation,,,2005,,,63.0,16.0,"{""type"":""Point"",""coordinates"":[-58.90572375465602,-9.873337093438808]}"
00000000000000000af9,2815,2.95864630400512,-74.3030258317673,3,4,Deforestation,,,2017,,,76.0,73.0,"{""type"":""Point"",""coordinates"":[-74.30302644681096,2.958644762668714]}"
00000000000000000b02,2824,0.987293413002513,-75.4826036313616,3,4,Deforestation,,,2002,,,75.0,26.0,"{""type"":""Point"",""coordinates"":[-75.48260582578216,0.9872940233445053]}"
00000000000000000b19,2848,-1.81275532760133,-47.2589747083755,3,4,Deforestation,,,2002,,,51.0,46.0,"{""type"":""Point"",""coordinates"":[-47.25897541765548,-1.8127538921562993]}"
00000000000000000b1f,2854,-9.97655479816075,-58.3621516202522,3,4,Deforestation,,,2007,,,74.0,29.0,"{""type"":""Point"",""coordinates"":[-58.36215041803886,-9.976556364623976]}"
00000000000000000b4c,2899,-9.42651634969372,-63.2103592087149,3,4,Deforestation,,,2007,,,77.0,13.0,"{""type"":""Point"",""coordinates"":[-63.21035708850948,-9.42651733147932]}"
00000000000000000b57,2910,-3.18583023937964,-46.4833692920556,3,4,Deforestation,,,2010,,,72.0,35.0,"{""type"":""Point"",""coordinates"":[-46.4833682986212,-3.1858315022407284]}"
00000000000000000b58,2911,-3.84285803818543,-59.5455023440399,3,4,Deforestation,,,2015,,,67.0,18.0,"{""type"":""Point"",""coordinates"":[-59.54550219650127,-3.8428577469607115]}"
00000000000000000b8b,2962,-15.9981418106778,-63.1650841183946,3,4,Deforestation,,,2000,,,20.0,35.0,"{""type"":""Point"",""coordinates"":[-63.165083835513855,-15.998139804500454]}"
00000000000000000b92,2969,-12.9784549831065,-52.7895425866652,3,4,Deforestation,,,1998,,,3.0,6.0,"{""type"":""Point"",""coordinates"":[-52.7895404859307,-12.978454407511114]}"
00000000000000000baf,2998,-2.9098677840978,-49.0939633392728,3,4,Deforestation,,,2007,,,76.0,45.0,"{""type"":""Point"",""coordinates"":[-49.09396238766424,-2.9098666562450703]}"
00000000000000000be3,3050,-10.6802051602124,-57.9465909698126,3,4,Deforestation,,,2003,,,78.0,14.0,"{""type"":""Point"",""coordinates"":[-57.94658895446403,-10.680206969958787]}"
00000000000000000bf1,3064,-12.052471588235,-63.5833397146867,3,4,Deforestation,,,2000,,,13.0,14.0,"{""type"":""Point"",""coordinates"":[-63.58333859612496,-12.052473023651489]}"
00000000000000000bf5,3068,-9.80542573653578,-58.7507628121679,3,4,Deforestation,,,2003,,,69.0,20.0,"{""type"":""Point"",""coordinates"":[-58.75076107484667,-9.80542498439483]}"
00000000000000000bf8,3071,-12.9692921672084,-66.3214047007223,3,4,Deforestation,,,2008,,,51.0,28.0,"{""type"":""Point"",""coordinates"":[-66.32140500698287,-12.969290954846285]}"
00000000000000000c02,3081,-17.1960452420526,-64.6731758173962,3,4,Deforestation,,,2010,,,68.0,28.0,"{""type"":""Point"",""coordinates"":[-64.67317410729451,-17.19604608880131]}"
00000000000000000c1b,3106,-11.7328510101449,-57.8673595617521,3,4,Deforestation,,,1995,,,11.0,21.0,"{""type"":""Point"",""coordinates"":[-57.867359646946404,-11.732849119241543]}"
00000000000000000c34,3131,-11.0375549802355,-62.4363707599064,3,4,Deforestation,,,1997,,,13.0,15.0,"{""type"":""Point"",""coordinates"":[-62.43636862315762,-11.03755486928089]}"
00000000000000000c35,3132,-10.219908408629,-52.8014003484157,3,4,Deforestation,,,2017,,,77.0,76.0,"{""type"":""Point"",""coordinates"":[-52.80140169473286,-10.21990734551473]}"
00000000000000000c40,3143,5.36199901514132,-58.0266308616288,3,4,Deforestation,,,1997,,,19.0,36.0,"{""type"":""Point"",""coordinates"":[-58.02662981837338,5.361997671151815]}"
00000000000000000c48,3151,-9.14489450812192,-61.2624523466022,3,4,Deforestation,,,2015,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-61.262452302524295,-9.144893886246837]}"
00000000000000000c50,3159,-10.2630275422668,-64.4074541563498,3,4,Deforestation,,,2005,,,76.0,15.0,"{""type"":""Point"",""coordinates"":[-64.40745627551966,-10.263026852701554]}"
00000000000000000c64,3179,-9.48553566386044,-64.429013723169,3,4,Deforestation,,,2006,,,78.0,34.0,"{""type"":""Point"",""coordinates"":[-64.42901157001202,-9.485533533921675]}"
00000000000000000082,131,-9.0225439664247,-75.9946433433171,4,4,D/ND,,,2015,,,42.0,30.0,"{""type"":""Point"",""coordinates"":[-75.99464439974935,-9.022545071542392]}"
000000000000000001ad,430,-11.6592789883754,-52.1974629828935,4,4,D/ND,,,,,,72.0,75.0,"{""type"":""Point"",""coordinates"":[-52.197461048054144,-11.659278410960741]}"
00000000000000000279,634,-3.55934973451698,-53.5489783278707,4,4,D/ND,,,2015,,,64.0,57.0,"{""type"":""Point"",""coordinates"":[-53.54897890454517,-3.5593481019826227]}"
00000000000000000355,856,-10.6605320554901,-57.8544238216606,4,4,D/ND,,,2005,,,73.0,22.0,"{""type"":""Point"",""coordinates"":[-57.85442379479036,-10.660533416110987]}"
00000000000000000450,1108,-6.84960912566542,-76.5330935246261,4,4,D/ND,,,1995,,,57.0,69.0,"{""type"":""Point"",""coordinates"":[-76.53309422925611,-6.849607291793999]}"
000000000000000004ae,1202,-1.93429738554285,-46.6660866208481,4,4,D/ND,,,2000,,,21.0,41.0,"{""type"":""Point"",""coordinates"":[-46.666084423387204,-1.934295609570074]}"
000000000000000005fe,1538,-12.5655892785246,-64.236864083893,4,4,D/ND,,,2016,,,76.0,73.0,"{""type"":""Point"",""coordinates"":[-64.236864446518,-12.565590700073615]}"
00000000000000000685,1673,-11.3310345835577,-55.0581480052132,4,4,D/ND,,,2017,,,81.0,77.0,"{""type"":""Point"",""coordinates"":[-55.05814827878078,-11.331035064214483]}"
000000000000000006fa,1790,-2.22184810798984,-51.9492584698877,4,4,D/ND,,,2015,,,64.0,48.0,"{""type"":""Point"",""coordinates"":[-51.94925856521724,-2.221849659203638]}"
0000000000000000071a,1823,-6.02306923274608,-75.9146034515009,4,4,D/ND,,,2003,,,53.0,56.0,"{""type"":""Point"",""coordinates"":[-75.91460353584,-6.023068320527272]}"
000000000000000007cf,2004,-4.49719089113886,-47.2150470909814,4,4,D/ND,,,2005,,,67.0,50.0,"{""type"":""Point"",""coordinates"":[-47.21504881317798,-4.497190694644413]}"
00000000000000000816,2075,0.314365433667786,-63.6989528917545,4,4,D/ND,,,1998,,,31.0,80.0,"{""type"":""Point"",""coordinates"":[-63.6989541682387,0.31436662426793444]}"
00000000000000000818,2077,-3.01604865068085,-78.2920846824858,4,4,D/ND,,,2002,,,73.0,,"{""type"":""Point"",""coordinates"":[-78.292084740011,-3.016046770529724]}"
00000000000000000862,2151,-9.06485461630678,-66.1273685993497,4,4,D/ND,,,2017,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-66.12736722464217,-9.064853022337482]}"
00000000000000000889,2190,1.74645965961281,-50.7362633417237,4,4,D/ND,,,2015,,,57.0,47.0,"{""type"":""Point"",""coordinates"":[-50.736262682951526,1.7464604367947199]}"
0000000000000000091f,2340,-5.94734125429471,-49.5087155059567,4,4,D/ND,,,1996,,,13.0,28.0,"{""type"":""Point"",""coordinates"":[-49.508716753948406,-5.947339407336601]}"
00000000000000000ae5,2795,-3.10875478800209,-48.6579211003549,4,4,D/ND,,,2006,,,64.0,53.0,"{""type"":""Point"",""coordinates"":[-48.65792027295094,-3.1087559405319167]}"
00000000000000000b21,2856,-4.70119829216264,-78.580174394107,4,4,D/ND,,,2013,,,70.0,73.0,"{""type"":""Point"",""coordinates"":[-78.58017388177099,-4.701199026940615]}"
000000000000000001fb,508,-4.19400948274817,-47.1686940223202,6,4,,,,,,,41.0,31.0,"{""type"":""Point"",""coordinates"":[-47.16869199862635,-4.19400749581852]}"
0000000000000000041f,1059,-10.7023037162017,-62.1423521674099,6,4,,,,,,,61.0,42.0,"{""type"":""Point"",""coordinates"":[-62.14235333609761,-10.702301815678613]}"
00000000000000000464,1128,-1.23064702349119,-47.2754138780751,6,4,,,,,,,27.0,,"{""type"":""Point"",""coordinates"":[-47.27541166413846,-1.2306450042352608]}"
00000000000000000b43,2890,2.41426724182805,-72.5769130133069,6,4,,,,,,,30.0,70.0,"{""type"":""Point"",""coordinates"":[-72.57691288812312,2.414268787861934]}"
00000000000000000b53,2906,-4.03123475326552,-47.4166290407407,6,4,,,,,,,11.0,29.0,"{""type"":""Point"",""coordinates"":[-47.41662693540004,-4.031236930064586]}"
000000000000000004db,1247,-9.79248999644445,-64.8847290668093,1,5,,,,,,,77.0,17.0,"{""type"":""Point"",""coordinates"":[-64.88472723857315,-9.792489132238783]}"
00000000000000000999,2462,0.96492536242791,-75.4295131980694,1,5,,,,,,,53.0,82.0,"{""type"":""Point"",""coordinates"":[-75.42951130953878,0.9649271724604205]}"
0000000000000000016b,364,-12.5709791702294,-70.2403949592784,2,5,,,,,,,14.0,73.0,"{""type"":""Point"",""coordinates"":[-70.24039298622907,-12.570977294146177]}"
00000000000000000238,569,-1.65348402772675,-45.7883427567223,2,5,deg,,,2008,,,37.0,48.0,"{""type"":""Point"",""coordinates"":[-45.78834159472374,-1.6534837207293196]}"
00000000000000000408,1036,-6.47285569550525,-76.5239307087279,2,5,,,,tdo,,,60.0,44.0,"{""type"":""Point"",""coordinates"":[-76.52393077659127,-6.472857843788359]}"
0000000000000000046b,1135,-14.6433925306955,-65.9928908013151,2,5,,,,,,,22.0,18.0,"{""type"":""Point"",""coordinates"":[-65.99288965507235,-14.64339355884674]}"
000000000000000004e2,1254,-15.9485548069943,-65.7231267214901,2,5,,,,,,,30.0,13.5,"{""type"":""Point"",""coordinates"":[-65.72312741864204,-15.948554600786133]}"
00000000000000000567,1387,-11.4350594934589,-57.1890416907037,2,5,,,,,,,51.0,22.0,"{""type"":""Point"",""coordinates"":[-57.189041194696216,-11.435061432690318]}"
0000000000000000058b,1423,-6.2720822295043,-76.8745431641248,2,5,,,,,,,74.0,58.0,"{""type"":""Point"",""coordinates"":[-76.87454097422162,-6.272082359755903]}"
00000000000000000714,1817,-16.0283252042242,-64.0323176936961,2,5,,,,,,,22.0,17.0,"{""type"":""Point"",""coordinates"":[-64.03231656299434,-16.028323459531226]}"
0000000000000000072c,1841,-16.7069125698489,-64.0511823146629,2,5,,,,,,,36.0,5.0,"{""type"":""Point"",""coordinates"":[-64.05118301955144,-16.706913916945673]}"
000000000000000007a8,1965,-11.3488212261833,-54.3162294120482,2,5,,,,,,,34.0,68.0,"{""type"":""Point"",""coordinates"":[-54.31622966820528,-11.348822418316677]}"
000000000000000007eb,2032,-14.1865992087202,-63.739916068711,2,5,,,,,,,17.0,33.0,"{""type"":""Point"",""coordinates"":[-63.73991547051566,-14.186598787830688]}"
000000000000000008e0,2277,-5.28357609085802,-47.3328162247312,2,5,,,,,,,17.0,34.0,"{""type"":""Point"",""coordinates"":[-47.33281813110053,-5.283575460924862]}"
00000000000000000a1b,2592,-15.9528667203581,-65.1458693199066,2,5,,,,,,,16.0,15.0,"{""type"":""Point"",""coordinates"":[-65.14587003266715,-15.952866551504814]}"
00000000000000000a96,2715,6.35346959422521,-61.6723536107518,2,5,,,,,,,41.0,64.0,"{""type"":""Point"",""coordinates"":[-61.67235516686231,6.353469872183398]}"
00000000000000000ae7,2797,-4.12582735268341,-55.0007456585571,2,5,,,,,,,17.0,17.0,"{""type"":""Point"",""coordinates"":[-55.000746270919755,-4.125827840711334]}"
00000000000000000c26,3117,-4.0266533453165,-49.2281716427222,2,5,,,,,,,20.0,21.0,"{""type"":""Point"",""coordinates"":[-49.22817241117086,-4.026652974181642]}"
00000000000000000c67,3182,-2.27089612250283,-46.3200555734003,2,5,,,,,,,14.0,19.0,"{""type"":""Point"",""coordinates"":[-46.32005372253875,-2.270895311690489]}"
0000000000000000001d,30,-2.81365821716848,-45.4606373410708,3,5,Deforestation,,,2008,,,35.0,55.0,"{""type"":""Point"",""coordinates"":[-45.46063779920497,-2.813657091915921]}"
